german_credit,checking_status,duration,credit_history,purpose,credit_real,credit_amount,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,class
0,4,1,0,1938,1,4,0,2,0,2,1,11,0,0,1,0,0,1,0,0
0,4,1,4,2910,1,2,1,0,0,3,2,19,0,1,1,2,0,0,0,1
0,12,1,2,2659,3,1,0,0,0,1,3,7,0,0,1,0,0,1,0,1
2,12,0,3,1028,1,1,0,1,0,2,0,16,0,0,0,0,0,1,0,1
0,16,0,3,3398,1,2,3,0,0,0,0,17,0,0,0,1,0,1,1,1
2,2,0,2,5801,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,1
2,4,1,3,1525,3,2,0,1,0,2,3,19,0,0,1,0,1,0,0,1
3,5,1,0,4473,1,0,0,0,0,1,3,13,0,0,1,0,0,1,0,1
1,0,1,0,1068,1,0,0,0,0,0,3,7,0,0,1,0,1,1,0,1
0,4,0,4,6615,1,3,1,0,0,0,2,49,0,1,0,2,0,0,0,1
2,12,0,1,1864,4,1,0,1,0,1,0,22,0,0,0,0,0,1,0,0
1,11,1,3,7408,4,4,0,1,0,1,1,9,0,0,1,2,0,1,0,0
2,1,0,4,11590,4,1,1,1,0,0,3,9,1,2,0,1,0,1,0,0
0,4,3,2,4110,1,0,2,0,0,0,2,27,1,2,0,0,1,1,0,0
0,0,0,2,3384,1,1,3,2,0,0,0,12,0,2,1,2,0,0,0,0
1,25,1,0,2101,1,4,1,1,1,0,1,27,0,0,1,1,0,1,0,1
0,7,1,6,1275,0,1,0,1,0,1,3,9,0,2,1,0,0,1,0,0
0,4,1,2,4169,1,1,0,0,0,0,1,7,0,0,1,0,0,1,0,1
1,9,1,2,1521,1,1,0,2,0,1,3,13,0,0,1,1,0,1,0,1
1,4,0,1,5743,1,4,1,1,0,0,2,9,0,1,0,0,0,0,0,1
0,21,1,2,3599,1,2,3,1,0,0,3,15,0,2,1,1,0,1,0,1
1,12,1,0,3213,2,4,3,3,0,2,0,8,0,2,1,0,0,1,0,1
1,12,1,5,4439,1,0,3,0,2,3,0,24,1,0,1,2,0,0,0,1
3,9,1,3,3949,1,4,3,0,1,3,1,25,0,0,1,1,1,1,0,1
2,7,0,0,1459,1,1,0,1,0,1,3,46,0,0,1,1,0,1,0,1
1,25,0,0,882,1,4,0,0,1,0,0,27,0,0,0,0,0,1,0,1
1,4,1,0,3758,2,3,3,1,0,0,2,27,0,2,1,3,0,1,0,1
2,0,2,5,1743,4,1,3,0,0,1,0,19,0,0,0,1,0,1,0,1
1,8,0,1,1136,3,0,0,0,0,2,2,11,0,1,0,0,1,1,0,0
2,8,1,6,1236,1,4,3,1,0,0,0,27,0,2,1,0,0,0,0,1
1,8,1,2,959,1,1,3,1,0,1,3,28,0,0,1,0,0,1,1,0
2,12,0,4,3229,0,3,1,0,0,0,2,41,0,0,1,2,0,0,0,1
0,2,3,0,6199,1,1,0,0,0,1,1,7,0,2,0,0,0,0,0,0
2,9,1,1,727,2,0,0,0,0,0,2,31,0,1,1,0,0,0,0,1
1,4,1,3,1246,1,4,0,0,0,1,0,27,2,0,1,1,0,1,0,0
2,2,0,0,2331,0,0,3,0,2,0,0,2,0,0,1,0,0,0,0,1
2,5,2,0,4463,1,1,0,0,0,1,3,15,0,0,0,2,0,0,0,0
2,2,1,0,776,1,1,0,3,0,1,0,7,0,0,1,0,0,1,0,1
0,6,1,2,2406,1,2,0,1,0,0,0,27,0,2,1,0,0,1,0,0
1,12,1,1,1239,0,1,0,0,0,0,2,6,0,1,1,0,0,1,0,1
3,2,1,0,3399,0,0,1,0,0,2,3,25,0,0,1,2,0,1,0,1
3,2,2,3,2247,1,1,1,1,0,1,3,16,2,0,0,0,0,0,0,1
2,0,1,2,1766,1,1,3,3,0,1,1,40,0,2,1,0,0,1,0,1
0,12,1,2,2473,1,3,0,0,0,3,3,8,0,0,1,3,0,1,0,0
2,2,1,5,1542,1,2,1,0,0,0,3,16,0,0,1,0,0,0,0,1
2,12,0,4,3850,1,2,2,0,0,3,3,21,0,0,0,0,0,1,0,1
0,12,1,2,3650,1,4,3,1,0,0,3,1,0,2,1,0,0,1,0,1
0,5,1,2,3446,1,0,0,0,0,1,3,18,0,0,1,0,1,1,0,0
1,12,1,2,3001,1,2,1,1,0,0,0,34,0,2,1,0,0,1,0,1
2,5,1,3,3079,0,1,0,0,0,0,0,16,0,0,1,0,0,1,0,1
2,12,0,0,6070,1,0,2,0,0,0,3,24,0,0,0,0,0,0,0,1
2,9,0,2,2146,1,4,3,1,0,2,0,27,0,2,0,0,0,1,0,1
2,11,0,3,13756,0,0,1,0,0,0,2,20,1,1,1,2,0,0,0,1
1,11,4,8,14782,4,0,2,1,0,0,2,10,1,1,0,2,0,0,0,0
0,1,4,5,7685,1,2,1,1,1,0,3,25,0,2,1,0,0,1,0,0
2,12,2,0,2320,1,3,1,3,0,2,0,19,0,0,0,0,0,1,0,1
2,10,2,0,846,0,0,2,0,0,0,2,16,0,1,1,0,0,1,0,1
1,5,1,3,14318,1,0,0,0,0,1,2,23,0,1,1,2,0,0,0,0
2,0,0,3,362,4,1,0,1,0,0,3,29,0,0,0,1,0,1,0,1
0,18,1,2,2212,0,2,0,0,0,0,3,17,0,0,1,0,0,0,0,1
1,12,1,4,12976,1,3,2,1,0,0,2,41,0,1,1,2,0,0,0,0
2,26,1,3,1283,0,2,0,1,0,0,1,8,0,2,1,0,0,1,0,1
3,2,1,3,1330,1,4,0,0,0,3,0,15,0,0,1,0,0,1,0,1
2,6,2,5,4272,4,1,1,0,0,1,1,15,0,0,0,1,0,1,0,1
2,12,0,0,2238,1,1,1,1,0,3,3,8,0,0,0,0,0,1,0,1
2,12,1,0,1126,0,4,0,1,0,1,0,40,0,2,1,0,0,0,0,1
1,12,0,2,7374,1,3,0,0,0,0,1,34,2,0,0,2,0,0,0,1
1,7,0,5,2326,2,1,1,0,0,0,3,21,1,0,1,0,0,1,0,1
2,8,1,5,1449,1,2,2,1,0,1,3,21,0,0,0,0,0,1,0,1
2,12,1,3,1820,1,1,1,3,0,1,1,22,0,0,1,2,0,0,0,1
1,2,1,2,983,3,4,3,1,0,0,0,50,0,2,1,1,0,1,0,1
0,5,1,3,3249,1,2,1,0,0,0,2,17,1,1,1,2,1,0,0,1
0,0,0,0,1957,1,2,3,1,0,0,3,13,0,0,1,0,0,1,0,1
2,8,0,2,2406,1,3,1,0,0,2,3,13,0,0,1,2,0,1,0,1
1,27,2,1,11760,4,2,1,0,0,2,2,11,0,2,1,0,0,0,0,1
0,2,1,2,2578,1,3,2,1,0,0,2,47,0,1,1,2,0,1,0,1
0,5,0,2,2348,1,1,2,3,0,1,1,31,0,0,0,0,0,0,0,1
1,2,1,3,1223,1,0,3,2,0,3,0,31,0,2,0,0,0,1,0,0
2,4,0,0,1516,3,1,0,1,0,3,0,46,0,0,0,1,0,1,0,1
2,12,1,0,1473,1,4,2,3,0,0,0,17,0,0,1,0,0,0,0,1
1,12,0,5,1887,0,1,0,3,0,0,0,7,1,0,0,0,0,1,0,1
2,4,2,5,8648,1,4,1,0,0,1,3,21,1,0,0,0,0,0,0,0
2,19,2,3,802,1,1,0,0,0,1,3,21,0,0,0,1,0,1,0,1
1,12,2,3,2899,0,0,0,0,0,0,3,46,0,0,1,0,1,1,0,1
1,4,1,0,2039,1,4,3,3,0,3,1,1,0,0,1,0,0,0,0,0
2,4,0,4,2197,0,2,0,0,0,0,3,46,0,0,0,0,1,0,0,1
0,7,1,0,1053,1,4,0,3,0,1,0,21,0,0,1,0,0,1,1,1
2,4,1,0,3235,2,0,2,2,0,1,3,15,0,0,1,2,0,0,0,1
3,2,0,3,939,2,2,0,3,0,1,0,7,0,0,2,0,0,0,0,0
1,4,1,0,1967,1,0,0,1,0,0,3,39,0,0,1,0,0,0,0,1
2,20,0,4,7253,1,2,2,0,0,1,3,5,0,0,0,2,0,0,0,1
2,2,0,5,2292,1,3,0,0,0,1,3,18,2,0,0,2,0,0,0,0
2,9,1,3,1597,2,1,2,0,0,1,2,34,0,2,1,1,1,1,1,1
0,4,1,3,1381,0,1,0,1,0,1,1,5,0,0,1,0,0,1,0,0
2,5,0,4,5842,1,0,1,0,0,1,1,5,0,0,0,0,1,0,0,1
0,2,1,3,2579,1,4,0,0,0,3,0,24,0,0,1,1,1,1,0,0
0,12,2,1,8471,0,1,3,1,0,1,3,27,0,2,0,0,0,0,0,1
2,21,1,3,2782,2,2,3,1,0,1,3,13,1,0,1,2,0,1,0,1
1,12,1,3,1042,0,1,0,1,0,1,1,24,0,0,1,0,0,1,0,0
2,7,1,3,3186,3,2,1,1,0,2,3,39,0,2,1,0,0,1,0,1
1,2,1,4,2028,0,1,0,0,0,1,3,22,0,0,1,0,0,1,0,1
1,2,0,3,958,1,2,1,0,0,2,0,36,0,0,0,1,1,1,0,1
2,21,2,2,1591,4,2,0,0,0,2,0,19,0,0,0,2,0,1,0,1
1,2,1,2,2762,0,0,3,1,0,1,1,8,1,0,1,0,0,0,0,0
1,12,1,4,2779,1,1,3,3,0,2,3,40,0,2,1,0,0,0,0,1
2,28,0,0,2743,1,0,0,0,0,1,3,28,0,0,0,0,0,1,0,1
2,12,0,0,1149,3,1,0,0,0,2,0,31,0,0,0,0,0,1,0,1
2,8,1,2,1313,1,0,3,0,0,0,3,39,0,0,1,0,0,1,0,1
0,12,0,7,1190,1,3,1,1,0,0,2,47,0,1,2,3,1,1,0,0
2,29,1,5,3448,1,2,3,0,0,0,0,44,0,0,1,1,0,1,0,1
1,4,1,8,11328,1,1,1,0,2,2,3,28,1,0,0,2,0,0,0,0
0,0,0,2,1872,1,3,0,0,0,0,2,16,0,1,2,2,0,0,0,1
2,4,0,7,2058,1,1,0,2,0,1,0,24,0,0,0,0,0,0,0,1
0,8,1,2,2136,1,1,2,0,0,1,0,8,0,0,1,0,0,1,0,1
1,2,1,0,1484,0,1,1,3,0,3,0,8,0,0,1,0,0,0,0,0
2,0,1,7,660,2,2,1,3,0,0,0,27,0,2,1,1,0,1,0,1
2,4,0,3,1287,3,0,0,1,0,0,0,25,0,0,0,0,0,0,0,1
0,3,0,7,3394,1,3,0,0,2,0,3,43,0,0,0,3,0,1,0,1
3,2,4,5,609,1,4,0,1,0,3,0,15,0,0,1,3,0,1,0,0
2,2,1,3,1884,1,0,0,0,0,0,3,17,0,0,1,2,0,0,0,1
0,2,1,2,1620,1,1,1,1,2,2,1,22,0,0,1,0,0,1,0,1
1,18,2,8,2629,1,1,1,0,0,2,3,28,1,0,0,0,0,0,0,1
2,2,1,1,719,1,0,0,0,0,0,3,33,1,0,1,1,1,1,0,0
1,1,0,2,5096,1,1,1,1,0,2,3,22,0,0,1,2,0,0,0,0
2,8,0,1,1244,0,0,0,1,0,0,1,33,0,2,0,1,0,1,0,1
0,5,1,3,1842,1,4,0,1,0,0,3,19,0,0,1,0,0,0,0,0
1,10,1,0,2576,1,1,1,0,1,1,0,5,0,0,1,0,0,1,0,1
3,2,1,2,1424,0,0,2,1,0,0,0,47,0,0,1,2,0,0,0,1
1,7,2,7,1512,3,1,2,3,0,2,1,6,2,0,0,0,0,1,0,0
2,5,0,4,11054,0,1,0,0,0,1,3,22,0,0,1,2,0,0,0,1
2,0,1,0,518,1,1,2,1,0,3,0,28,0,0,1,0,0,1,0,1
2,2,3,2,2759,1,0,1,0,0,0,1,19,0,0,0,0,0,1,0,1
2,4,1,4,2670,1,0,0,0,0,0,3,5,0,0,1,2,0,0,0,1
0,4,1,3,4817,1,2,1,0,2,2,1,13,0,0,1,0,0,0,0,0
2,4,1,4,2679,1,4,0,1,0,3,2,28,0,0,1,2,0,0,0,1
0,14,0,3,3905,1,1,1,0,0,1,0,16,0,2,0,0,1,1,0,1
0,2,1,4,3386,1,0,2,0,0,0,2,5,0,1,1,0,0,0,0,0
0,0,1,6,343,1,4,0,1,0,3,0,21,0,0,1,0,0,1,0,1
2,12,1,0,4594,1,4,2,0,0,1,3,11,0,0,1,0,0,0,0,1
0,5,1,2,3620,1,1,3,0,1,1,1,25,0,0,1,0,1,1,0,1
0,7,1,3,1721,1,4,1,0,0,2,0,16,0,0,1,0,0,1,0,1
1,2,1,2,3017,1,4,2,1,0,3,0,19,0,2,1,2,0,1,0,1
1,2,1,9,754,0,0,0,0,0,0,1,41,0,0,0,0,0,1,0,1
2,12,1,5,1950,1,2,0,0,0,3,3,19,2,0,0,0,0,0,0,1
0,4,1,4,2924,1,1,2,0,1,0,2,20,1,0,1,0,1,0,0,1
0,4,2,0,1659,1,4,0,1,0,1,3,28,0,2,1,1,0,0,0,0
2,1,2,0,7238,0,0,2,0,0,2,3,11,1,0,0,0,1,1,0,1
2,20,2,5,2764,1,1,1,1,0,1,3,15,0,0,0,0,0,0,0,1
2,4,2,4,4679,1,2,2,0,0,2,3,5,0,0,0,1,0,0,0,1
1,4,1,0,3092,4,4,2,3,0,1,3,1,0,2,1,0,0,0,0,0
0,0,1,1,448,1,4,0,1,0,0,1,27,0,0,1,0,0,1,0,0
0,8,1,3,654,1,1,0,0,0,2,3,7,0,0,1,1,0,1,0,0
2,0,1,9,1238,0,3,0,0,0,0,1,16,0,0,1,2,1,0,0,1
1,12,0,0,1245,1,1,0,3,0,1,3,24,0,0,1,0,0,1,0,0
0,12,3,2,3114,1,4,3,1,0,0,1,15,0,2,1,0,0,1,0,0
2,27,1,4,2569,2,1,0,0,0,0,3,9,0,0,1,0,0,1,0,1
3,4,1,0,5152,1,2,0,0,0,1,3,8,1,0,1,0,0,1,0,1
1,2,1,5,1037,4,2,2,0,0,0,0,17,0,0,1,1,0,1,0,1
0,7,0,2,1478,1,0,0,0,0,0,3,12,0,0,0,0,1,0,0,1
1,2,0,0,3573,1,1,3,1,0,3,0,27,0,0,1,1,0,1,0,1
1,4,1,3,1201,1,4,0,0,0,3,1,15,0,0,1,0,0,1,0,1
0,6,1,2,3622,3,0,0,1,0,0,1,23,0,2,0,0,0,0,0,1
2,7,2,2,960,3,2,2,1,0,1,1,22,0,0,0,0,0,1,0,1
2,2,0,3,1163,2,1,0,0,0,0,0,12,0,0,1,0,0,0,0,1
1,0,2,3,1209,1,3,0,0,0,0,1,36,0,0,1,2,0,0,0,0
2,2,1,0,3077,1,1,1,0,0,0,3,29,0,0,1,0,0,0,0,1
2,4,1,3,3757,1,0,0,1,2,0,2,51,0,1,1,0,0,0,0,1
2,9,1,3,1418,4,1,2,0,0,1,0,5,0,2,1,1,0,1,1,1
2,0,1,3,3518,1,1,1,0,1,2,1,15,0,2,1,0,0,1,0,1
2,2,0,0,1934,1,0,1,0,0,1,2,15,0,0,0,0,0,1,0,1
1,15,3,5,8318,1,0,1,1,0,0,2,18,0,1,0,2,0,0,0,0
2,0,0,0,1237,4,1,3,1,0,3,1,21,0,0,0,0,0,1,0,1
1,0,1,0,368,0,0,0,0,0,0,1,41,0,0,1,0,0,1,0,1
0,2,0,3,2122,1,1,2,0,0,1,0,17,0,2,0,1,1,1,1,1
0,4,1,2,2996,0,1,1,3,0,0,3,39,0,0,1,0,0,1,0,0
1,5,1,2,9034,4,4,0,0,2,3,2,28,0,2,1,2,0,0,0,0
2,4,0,2,1585,1,2,0,0,0,2,1,34,0,0,0,0,0,1,0,1
1,12,1,0,1301,1,0,0,3,1,1,0,11,0,0,1,1,0,1,0,1
3,0,0,3,1323,4,0,1,2,0,0,3,7,0,0,0,0,1,0,0,1
0,4,1,3,3123,1,4,0,1,0,3,1,21,0,0,1,0,0,1,0,0
0,5,1,4,5493,1,0,1,0,0,0,2,18,0,1,1,0,1,1,0,1
3,8,1,0,1126,4,0,1,2,0,0,0,2,0,0,1,0,0,1,0,1
1,4,0,0,1216,4,4,0,0,0,0,2,41,1,0,0,0,1,1,0,0
0,4,1,3,1207,1,4,0,1,0,0,1,9,0,2,1,0,0,1,0,0
2,9,1,3,1309,0,1,0,0,1,0,1,21,0,0,1,1,0,1,0,0
3,7,0,4,2360,2,1,1,0,0,1,3,16,0,0,1,0,0,0,0,1
1,7,4,3,6850,4,3,3,0,0,1,1,19,0,0,1,2,1,0,0,0
2,4,1,0,1413,1,1,0,3,0,1,1,7,0,0,1,0,0,1,0,1
2,27,1,4,8588,4,0,0,0,0,1,3,3,0,0,1,2,0,0,0,1
0,2,1,3,759,1,2,0,0,0,1,0,15,0,0,1,0,0,1,0,0
2,5,1,4,4686,1,1,1,0,0,1,2,11,0,1,1,2,0,0,0,1
3,7,1,5,2687,1,2,1,0,0,0,1,15,0,2,1,0,0,0,0,1
1,2,2,0,585,1,1,0,3,2,0,0,39,0,2,0,0,0,1,0,1
2,4,1,3,2255,0,4,0,0,0,3,1,38,0,0,1,0,0,1,0,1
0,0,0,3,609,1,2,0,1,0,2,1,25,0,0,0,0,0,1,1,1
0,0,0,3,1361,1,4,1,0,0,0,0,34,0,0,1,1,1,1,1,1
2,5,0,2,7127,1,4,1,1,0,0,1,27,0,2,0,0,0,0,0,0
0,0,1,3,1203,4,0,2,0,0,1,1,46,0,0,1,0,0,0,0,1
2,0,0,0,700,0,0,0,0,0,0,2,16,0,1,0,0,0,1,0,1
2,4,0,7,5507,1,0,2,0,0,0,2,12,0,1,0,0,0,1,0,1
0,12,1,0,3190,1,1,1,1,0,1,0,9,0,0,1,0,0,1,0,0
0,1,3,2,7119,1,1,2,0,0,0,2,4,0,1,0,0,1,1,0,0
2,4,1,4,3488,4,2,2,1,0,0,3,27,0,0,1,0,0,1,0,1
1,12,1,0,1113,1,1,0,1,1,0,0,15,0,0,1,1,1,1,0,1
1,30,1,4,7966,1,4,1,0,0,2,3,22,0,0,0,0,0,1,0,1
2,7,0,1,1532,4,1,0,1,0,2,3,13,0,0,1,0,0,1,0,1
2,23,0,0,1503,1,2,1,0,0,3,0,18,0,0,0,1,1,1,0,1
0,5,1,0,2302,1,1,0,2,0,0,3,13,0,2,1,0,0,1,0,0
0,0,1,3,662,1,4,2,0,0,0,0,33,0,0,1,1,1,0,0,1
1,5,1,1,2273,1,2,2,0,0,3,3,11,0,0,0,0,1,1,0,1
1,7,1,3,2631,4,1,1,1,0,0,3,7,0,2,0,0,0,0,0,0
2,2,2,4,1503,1,1,0,3,0,0,0,33,0,2,1,0,0,1,0,1
2,4,1,0,1311,4,2,0,3,0,2,1,15,0,0,1,0,0,0,0,1
2,4,1,0,3105,0,4,0,0,0,1,3,8,0,0,0,0,0,1,0,1
3,21,0,1,2319,1,4,1,2,0,3,3,24,0,2,1,0,0,1,0,0
0,0,1,3,1374,0,3,0,1,0,2,1,49,0,0,1,2,0,0,0,1
1,12,0,2,3612,1,0,2,1,0,0,1,25,0,0,1,0,0,0,0,1
0,1,1,3,7763,1,0,0,0,0,0,2,18,1,1,1,2,0,1,0,0
3,12,1,2,3049,1,4,3,1,0,3,1,3,2,0,1,1,0,1,0,1
1,2,1,0,1534,1,4,3,3,0,3,0,27,0,2,1,0,0,1,0,0
2,4,2,3,2032,1,0,0,0,0,0,2,10,0,1,0,0,0,0,0,1
0,6,1,2,6350,0,0,0,0,0,0,1,13,0,0,1,0,0,1,0,0
3,12,1,2,2864,1,1,1,0,0,3,0,19,0,0,1,1,1,1,0,0
2,2,0,3,1255,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1
0,4,2,3,1333,1,3,0,0,0,1,0,46,0,1,0,0,1,1,0,0
2,4,0,3,2022,1,1,0,1,0,0,3,25,0,0,1,0,0,0,0,1
2,4,1,0,1552,1,2,2,0,0,3,3,11,1,0,1,0,1,1,0,1
0,2,4,0,626,1,1,0,1,0,0,0,9,1,0,1,1,0,1,0,0
2,1,0,4,8858,0,2,1,0,0,3,2,5,0,1,0,0,0,0,0,1
2,2,0,7,996,0,2,0,1,0,0,0,27,0,0,0,0,0,1,0,1
2,0,4,0,1750,2,0,1,0,0,0,1,3,1,0,1,1,1,1,0,1
0,1,1,0,6999,1,2,3,3,1,3,0,19,0,0,0,0,0,0,0,0
1,2,0,3,1995,4,4,0,0,0,3,3,21,0,0,1,0,0,1,0,1
1,8,1,1,1199,1,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1
1,2,1,0,1331,1,4,1,0,0,3,3,1,2,0,1,0,0,1,0,0
1,12,3,3,2278,4,4,2,1,0,2,3,7,0,0,0,0,0,1,0,0
2,21,3,3,5003,0,1,3,1,0,0,1,28,1,0,0,0,0,0,0,0
0,4,4,2,3552,1,2,2,0,0,0,3,21,1,0,1,0,0,1,0,0
1,12,0,2,1928,1,4,1,0,0,1,0,13,0,0,0,1,0,1,0,0
0,4,1,4,2964,0,0,0,0,0,0,2,2,1,1,1,0,1,0,0,1
0,4,4,0,1546,1,2,0,0,1,0,3,9,1,2,1,1,0,1,0,0
3,0,2,0,683,1,4,1,1,0,3,1,28,1,0,1,0,0,1,0,1
1,5,1,3,12389,0,1,3,0,0,0,2,25,0,1,1,0,0,0,0,0
1,4,2,5,4712,0,1,0,0,0,1,1,25,1,0,0,2,0,0,0,1
1,4,2,0,1553,4,2,2,1,0,1,1,27,0,2,0,0,0,0,0,1
0,2,1,3,1372,1,2,1,2,0,2,3,16,0,0,1,0,0,1,0,0
2,4,0,0,2578,3,0,1,0,0,1,3,19,0,0,1,0,0,1,0,1
1,1,1,0,3979,0,2,0,0,0,3,3,33,0,0,0,0,1,0,0,1
0,1,1,0,6758,1,1,2,1,0,1,3,13,0,0,1,0,0,0,0,0
0,4,1,2,3234,1,4,0,1,0,0,0,27,0,2,1,1,0,0,0,0
2,6,0,0,5954,1,2,2,0,2,1,3,41,0,0,1,0,0,1,0,1
2,4,1,4,5433,0,3,1,1,0,0,1,15,0,2,1,2,0,0,0,1
0,7,1,5,806,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1,8,1,0,1082,1,0,0,0,0,0,3,21,0,0,0,1,0,1,0,1
2,7,0,2,2788,1,2,1,1,2,2,3,9,1,0,0,0,0,1,0,1
1,2,1,0,2930,1,2,1,1,0,3,0,21,0,0,1,0,0,1,0,1
2,4,0,1,1927,0,1,2,1,0,1,3,24,0,0,0,0,0,0,0,1
1,5,0,3,2820,1,4,0,2,0,0,3,21,0,0,0,0,0,1,0,0
2,4,1,9,937,1,4,0,3,0,2,3,21,0,0,0,1,0,1,0,1
1,12,0,3,1056,1,0,2,0,1,2,0,22,1,0,0,0,0,1,0,0
1,2,0,3,3124,1,4,3,0,0,2,0,2,1,0,0,1,1,1,0,1
2,8,1,2,1388,1,1,0,1,0,1,0,15,0,2,1,0,0,1,0,1
1,5,1,7,2384,1,4,0,0,0,3,2,24,0,2,1,1,0,1,0,0
2,2,1,3,2133,0,0,0,1,0,0,2,29,0,1,1,2,0,0,0,1
0,12,1,2,2039,1,1,3,1,0,0,0,39,1,2,1,0,0,1,0,0
0,8,0,3,2799,1,1,1,0,0,1,0,16,0,2,0,0,1,1,0,1
0,2,1,2,1289,1,1,0,0,1,3,1,40,0,0,1,1,0,1,0,1
0,12,1,6,1217,1,1,0,3,0,2,0,36,0,0,1,1,0,0,0,0
0,2,0,2,2246,1,0,2,0,0,2,1,10,0,0,0,0,0,1,0,0
0,2,0,0,385,1,2,0,1,0,2,0,26,0,0,3,1,0,0,0,1
1,4,2,3,1965,0,1,0,1,0,0,3,18,0,2,0,0,0,0,0,1
2,21,1,5,1572,3,0,0,1,0,0,0,16,1,0,1,1,0,1,0,1
1,4,1,3,2718,1,1,2,1,0,0,1,39,0,2,1,1,0,0,0,0
0,4,4,8,1358,0,0,0,0,0,2,3,34,2,0,1,2,0,0,0,0
1,0,4,3,931,4,4,3,1,0,3,1,11,2,0,1,1,0,1,0,0
0,4,1,3,1442,1,2,0,1,0,0,3,27,0,2,0,0,0,1,0,0
1,4,3,5,4241,1,1,3,0,0,0,0,16,0,0,2,1,0,0,0,0
2,12,0,3,2775,1,2,1,0,0,1,1,13,1,0,0,0,0,1,0,0
2,4,2,5,3863,1,1,3,0,0,1,2,11,0,1,1,0,0,1,0,1
1,10,1,0,2329,1,4,3,1,1,3,0,3,0,0,1,0,0,1,0,1
1,8,1,2,918,1,1,0,1,0,3,1,22,0,0,1,0,0,1,0,0
1,4,4,1,1837,1,2,0,1,0,0,2,19,1,1,1,1,0,1,0,0
2,5,1,2,3349,1,1,0,1,0,1,3,7,0,0,1,2,0,0,0,0
3,9,1,2,1275,1,4,0,1,0,1,1,27,0,0,1,0,0,1,0,1
0,4,4,2,2828,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1
2,4,0,5,4526,1,1,2,0,0,1,0,44,0,0,1,2,0,0,0,1
1,5,1,0,2671,4,1,0,1,2,0,2,30,0,1,1,0,0,1,0,0
2,12,1,0,2051,1,4,0,0,0,3,0,24,0,0,1,0,0,1,0,1
2,7,1,4,1300,0,0,0,0,0,0,2,3,1,1,1,0,1,1,0,1
0,2,1,6,741,4,3,0,1,0,2,1,1,0,0,1,0,0,1,0,0
3,9,1,3,1240,4,0,3,1,0,0,2,14,0,1,1,1,1,1,0,0
0,21,1,0,3357,3,4,0,1,0,1,3,28,1,0,1,0,0,1,0,1
0,4,4,4,3632,1,1,3,1,1,0,3,1,1,2,1,0,0,1,1,1
2,12,2,2,1808,1,2,0,1,0,3,0,1,0,0,1,0,0,1,0,0
1,1,3,5,12204,0,1,1,0,0,1,3,14,1,0,1,2,0,0,0,1
1,11,2,0,9157,0,1,1,0,0,1,2,21,0,1,1,2,0,1,0,1
0,0,0,3,3676,1,1,3,0,0,2,0,25,0,2,2,0,1,1,0,1
1,6,1,2,3441,4,1,1,1,2,0,3,40,0,2,1,0,0,1,0,0
2,2,1,3,640,1,1,0,2,0,1,0,2,0,0,1,1,0,1,0,1
1,21,0,5,3652,1,2,1,0,0,2,1,21,0,0,0,0,0,1,0,1
2,12,0,3,1530,1,1,2,0,0,1,1,11,1,0,0,0,0,1,0,0
2,1,1,5,3914,0,1,0,2,0,1,0,41,1,0,1,0,0,1,0,0
0,2,1,2,1858,1,4,0,1,0,3,3,1,0,2,1,0,0,1,0,1
0,12,1,0,2600,1,1,0,0,0,0,2,43,0,1,0,0,0,1,0,0
2,7,1,0,1979,0,0,0,0,0,1,3,5,0,0,1,0,0,1,0,1
3,0,1,2,2116,1,1,1,0,0,1,0,33,0,0,1,0,0,0,0,1
1,8,4,3,1437,4,2,1,0,0,2,2,28,0,0,1,0,0,1,0,0
2,3,0,2,4042,2,1,0,0,0,0,0,16,0,0,0,0,0,0,0,1
2,8,1,1,3832,0,0,3,0,0,0,0,48,0,0,1,1,0,1,0,1
0,4,1,0,3660,1,1,1,1,0,0,3,7,0,0,1,0,0,1,0,1
0,12,4,2,1553,1,1,0,0,0,2,3,12,1,0,1,0,0,1,0,0
1,7,1,0,1444,0,4,0,0,0,3,1,27,0,0,1,0,0,1,0,1
2,8,1,2,1980,1,4,1,1,2,1,3,50,0,2,0,0,0,1,0,0
1,4,1,3,1355,1,4,2,1,0,0,3,8,0,0,1,1,0,0,0,0
2,2,1,1,1393,1,0,0,0,0,0,1,36,1,0,2,0,1,0,0,1
2,4,1,0,1376,2,2,0,1,0,3,3,7,0,0,1,0,0,1,0,1
2,11,2,0,15653,1,2,1,0,0,0,3,40,0,0,0,0,0,0,0,1
2,2,1,0,1493,1,4,0,1,0,2,3,19,0,0,1,0,1,1,0,1
0,3,2,0,4370,1,2,2,0,0,1,1,15,1,0,0,0,1,0,0,0
0,12,1,1,750,1,3,0,1,0,3,0,21,0,0,1,3,0,1,0,0
1,7,1,7,1308,1,0,0,0,0,0,3,41,0,0,0,1,0,1,0,1
2,7,1,1,4623,4,1,2,0,0,1,1,34,0,0,1,2,0,0,0,0
2,4,0,0,1851,1,2,0,3,1,1,3,24,0,0,0,0,0,0,0,1
0,12,0,0,1880,1,2,0,3,0,3,1,11,0,0,0,2,0,0,0,1
